"s" "f" "o" "insertions"
"27147" "Pseudogastromyzon_buas" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27148" "Pseudogastromyzon_changtingensis" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27149" "Pseudogastromyzon_cheni" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"27150" "Pseudogastromyzon_daon" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27151" "Pseudogastromyzon_elongatus" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27152" "Pseudogastromyzon_fangi" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"27153" "Pseudogastromyzon_fasciatus" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"27154" "Pseudogastromyzon_laticeps" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27155" "Pseudogastromyzon_lianjiangensis" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27156" "Pseudogastromyzon_loos" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27157" "Pseudogastromyzon_meihuashanensis" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27158" "Pseudogastromyzon_myersi" "Balitoridae" "Cypriniformes" "Present_in_Tree"
"27159" "Pseudogastromyzon_peristictus" "Balitoridae" "Cypriniformes" "Congeneric_insertion"
"27162" "Pseudogobio_banggiangensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27163" "Pseudogobio_esocinus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27164" "Pseudogobio_guilinensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27165" "Pseudogobio_vaillanti" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27167" "Pseudogobiopsis_oligactis" "Gobiidae" "Gobiiformes" "Present_in_Tree"
"27169" "Pseudogobiopsis_tigrellus" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27170" "Pseudogobius_avicennia" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27172" "Pseudogobius_javanicus" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27174" "Pseudogobius_melanostictus" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27175" "Pseudogobius_olorum" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27176" "Pseudogobius_poicilosoma" "Gobiidae" "Gobiiformes" "Congeneric_insertion"
"27192" "Pseudogyrinocheilus_longisulcus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27193" "Pseudogyrinocheilus_prochilus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27194" "Pseudohemiculter_dispar" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27195" "Pseudohemiculter_hainanensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27196" "Pseudohemiculter_kweichowensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27197" "Pseudohemiculter_pacboensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27198" "Pseudohemiodon_amazonum" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27199" "Pseudohemiodon_apithanos" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27200" "Pseudohemiodon_devincenzii" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27201" "Pseudohemiodon_lamina" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27202" "Pseudohemiodon_laticeps" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27203" "Pseudohemiodon_platycephalus" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27204" "Pseudohemiodon_thorectes" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27205" "Pseudohomaloptera_batek" "Balitoridae" "Cypriniformes" "Family_insertion"
"27206" "Pseudohomaloptera_leonardi" "Balitoridae" "Cypriniformes" "Congeneric_Family_level"
"27207" "Pseudohomaloptera_sexmaculata" "Balitoridae" "Cypriniformes" "Congeneric_Family_level"
"27208" "Pseudohomaloptera_tatereganii" "Balitoridae" "Cypriniformes" "Congeneric_Family_level"
"27209" "Pseudohomaloptera_vulgaris" "Balitoridae" "Cypriniformes" "Congeneric_Family_level"
"27210" "Pseudohomaloptera_yunnanensis" "Balitoridae" "Cypriniformes" "Congeneric_Family_level"
"27240" "Pseudolaguvia_assula" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27241" "Pseudolaguvia_austrina" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27242" "Pseudolaguvia_ferruginea" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27243" "Pseudolaguvia_ferula" "Erethistidae" "Siluriformes" "Present_in_Tree"
"27244" "Pseudolaguvia_flavida" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27245" "Pseudolaguvia_foveolata" "Erethistidae" "Siluriformes" "Present_in_Tree"
"27246" "Pseudolaguvia_fucosa" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27247" "Pseudolaguvia_inornata" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27248" "Pseudolaguvia_jiyaensis" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27249" "Pseudolaguvia_kapuri" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27250" "Pseudolaguvia_lapillicola" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27251" "Pseudolaguvia_magna" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27252" "Pseudolaguvia_muricata" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27253" "Pseudolaguvia_nubila" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27254" "Pseudolaguvia_ribeiroi" "Erethistidae" "Siluriformes" "Present_in_Tree"
"27255" "Pseudolaguvia_shawi" "Erethistidae" "Siluriformes" "Present_in_Tree"
"27256" "Pseudolaguvia_spicula" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27257" "Pseudolaguvia_tenebricosa" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27258" "Pseudolaguvia_tuberculata" "Erethistidae" "Siluriformes" "Present_in_Tree"
"27259" "Pseudolaguvia_virgulata" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27260" "Pseudolaguvia_viriosa" "Erethistidae" "Siluriformes" "Congeneric_insertion"
"27261" "Pseudolais_micronemus" "Pangasiidae" "Siluriformes" "Present_in_Tree"
"27262" "Pseudolais_pleurotaenia" "Pangasiidae" "Siluriformes" "Present_in_Tree"
"27263" "Pseudolaubuca_engraulis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27264" "Pseudolaubuca_hotaya" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27265" "Pseudolaubuca_jouyi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27266" "Pseudolaubuca_sinensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27270" "Pseudolithoxus_anthrax" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27271" "Pseudolithoxus_dumus" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27272" "Pseudolithoxus_kelsorum" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27273" "Pseudolithoxus_nicoi" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27274" "Pseudolithoxus_tigris" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27275" "Pseudoloricaria_laeviuscula" "Loricariidae" "Siluriformes" "Family_insertion"
"27280" "Pseudomugil_connieae" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27282" "Pseudomugil_furcatus" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27283" "Pseudomugil_gertrudae" "Pseudomugilidae" "Atheriniformes" "Present_in_Tree"
"27284" "Pseudomugil_inconspicuus" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27285" "Pseudomugil_ivantsoffi" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27287" "Pseudomugil_mellis" "Pseudomugilidae" "Atheriniformes" "Present_in_Tree"
"27288" "Pseudomugil_novaeguineae" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27289" "Pseudomugil_paludicola" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27290" "Pseudomugil_paskai" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27291" "Pseudomugil_pellucidus" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27292" "Pseudomugil_reticulatus" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27293" "Pseudomugil_signifer" "Pseudomugilidae" "Atheriniformes" "Present_in_Tree"
"27294" "Pseudomugil_tenellus" "Pseudomugilidae" "Atheriniformes" "Congeneric_insertion"
"27300" "Pseudomystus_bomboides" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27301" "Pseudomystus_breviceps" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27302" "Pseudomystus_carnosus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27303" "Pseudomystus_flavipinnis" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27304" "Pseudomystus_fumosus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27305" "Pseudomystus_funebris" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27306" "Pseudomystus_heokhuii" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27307" "Pseudomystus_inornatus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27308" "Pseudomystus_leiacanthus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27309" "Pseudomystus_mahakamensis" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27310" "Pseudomystus_moeschii" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27311" "Pseudomystus_myersi" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27312" "Pseudomystus_robustus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27313" "Pseudomystus_rugosus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27314" "Pseudomystus_siamensis" "Bagridae" "Siluriformes" "Present_in_Tree"
"27315" "Pseudomystus_sobrinus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27316" "Pseudomystus_stenogrammus" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27317" "Pseudomystus_stenomus" "Bagridae" "Siluriformes" "Present_in_Tree"
"27318" "Pseudomystus_vaillanti" "Bagridae" "Siluriformes" "Congeneric_insertion"
"27319" "Pseudomyxus_capensis" "Mugilidae" "Mugiliformes" "Family_insertion"
"27331" "Pseudophallus_elcapitanensis" "Syngnathidae" "Syngnathiformes" "Family_insertion"
"27332" "Pseudophallus_mindii" "Syngnathidae" "Syngnathiformes" "Congeneric_Family_level"
"27333" "Pseudophallus_starksii" "Syngnathidae" "Syngnathiformes" "Congeneric_Family_level"
"27335" "Pseudophoxinus_alii" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27336" "Pseudophoxinus_anatolicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27337" "Pseudophoxinus_antalyae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27338" "Pseudophoxinus_atropatenus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27339" "Pseudophoxinus_battalgilae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27340" "Pseudophoxinus_burduricus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27341" "Pseudophoxinus_callensis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27342" "Pseudophoxinus_caralis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27343" "Pseudophoxinus_crassus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27344" "Pseudophoxinus_drusensis" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27345" "Pseudophoxinus_egridiri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27346" "Pseudophoxinus_elizavetae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27347" "Pseudophoxinus_evliyae" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27348" "Pseudophoxinus_fahrettini" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27349" "Pseudophoxinus_firati" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27350" "Pseudophoxinus_handlirschi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27351" "Pseudophoxinus_hasani" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27352" "Pseudophoxinus_hittitorum" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27353" "Pseudophoxinus_kervillei" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27354" "Pseudophoxinus_libani" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27355" "Pseudophoxinus_maeandri" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27356" "Pseudophoxinus_maeandricus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27357" "Pseudophoxinus_mehmeti" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27358" "Pseudophoxinus_ninae" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27359" "Pseudophoxinus_punicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27360" "Pseudophoxinus_sojuchbulagi" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27361" "Pseudophoxinus_syriacus" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27362" "Pseudophoxinus_turani" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27363" "Pseudophoxinus_zekayi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27364" "Pseudophoxinus_zeregi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27368" "Pseudopimelodus_bufonius" "Pseudopimelodidae" "Siluriformes" "Present_in_Tree"
"27369" "Pseudopimelodus_charus" "Pseudopimelodidae" "Siluriformes" "Present_in_Tree"
"27370" "Pseudopimelodus_mangurus" "Pseudopimelodidae" "Siluriformes" "Present_in_Tree"
"27371" "Pseudopimelodus_pulcher" "Pseudopimelodidae" "Siluriformes" "Present_in_Tree"
"27372" "Pseudopimelodus_schultzi" "Pseudopimelodidae" "Siluriformes" "Congeneric_insertion"
"27373" "Pseudoplatystoma_corruscans" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27374" "Pseudoplatystoma_fasciatum" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27375" "Pseudoplatystoma_magdaleniatum" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27376" "Pseudoplatystoma_metaense" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27377" "Pseudoplatystoma_orinocoense" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27378" "Pseudoplatystoma_punctifer" "Pimelodidae" "Siluriformes" "Congeneric_insertion"
"27379" "Pseudoplatystoma_reticulatum" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27380" "Pseudoplatystoma_tigrinum" "Pimelodidae" "Siluriformes" "Present_in_Tree"
"27395" "Pseudopoecilia_austrocolumbiana" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27396" "Pseudopoecilia_festae" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"27397" "Pseudopoecilia_fria" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27398" "Pseudopungtungia_nigra" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27399" "Pseudopungtungia_tenuicorpus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27400" "Pseudoqolus_koko" "Loricariidae" "Siluriformes" "Family_insertion"
"27402" "Pseudorasbora_elongata" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27403" "Pseudorasbora_interrupta" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27404" "Pseudorasbora_parva" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27405" "Pseudorasbora_pugnax" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27406" "Pseudorasbora_pumila" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27407" "Pseudorestias_lirimensis" "Cyprinodontidae" "Cyprinodontiformes" "Family_insertion"
"27408" "Pseudorhinogobius_aporus" "Gobiidae" "Gobiiformes" "Family_insertion"
"27434" "Pseudorinelepis_genibarbis" "Loricariidae" "Siluriformes" "Family_insertion"
"27435" "Pseudoscaphirhynchus_fedtschenkoi" "Acipenseridae" "Acipenseriformes" "Congeneric_insertion"
"27436" "Pseudoscaphirhynchus_hermanni" "Acipenseridae" "Acipenseriformes" "Present_in_Tree"
"27437" "Pseudoscaphirhynchus_kaufmanni" "Acipenseridae" "Acipenseriformes" "Present_in_Tree"
"27455" "Pseudosimochromis_babaulti" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27456" "Pseudosimochromis_curvifrons" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27457" "Pseudosimochromis_margaretae" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27458" "Pseudosimochromis_marginatus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27459" "Pseudosphromenus_cupanus" "Osphronemidae" "Perciformes" "Present_in_Tree"
"27460" "Pseudosphromenus_dayi" "Osphronemidae" "Perciformes" "Present_in_Tree"
"27461" "Pseudostegophilus_haemomyzon" "Trichomycteridae" "Siluriformes" "Congeneric_insertion"
"27462" "Pseudostegophilus_nemurus" "Trichomycteridae" "Siluriformes" "Present_in_Tree"
"27464" "Pseudotatia_parva" "Auchenipteridae" "Siluriformes" "Family_insertion"
"27465" "Pseudotocinclus_juquiae" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27466" "Pseudotocinclus_parahybae" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27467" "Pseudotocinclus_tietensis" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27468" "Pseudotolithus_elongatus" "Sciaenidae" "Incertae sedis in Eupercaria" "Present_in_Tree"
"27469" "Pseudotolithus_epipercus" "Sciaenidae" "Incertae sedis in Eupercaria" "Congeneric_insertion"
"27474" "Pseudotothyris_ignota" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27475" "Pseudotothyris_janeirensis" "Loricariidae" "Siluriformes" "Congeneric_insertion"
"27476" "Pseudotothyris_obtusa" "Loricariidae" "Siluriformes" "Present_in_Tree"
"27483" "Pseudotropheus_benetos" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27484" "Pseudotropheus_brevis" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27485" "Pseudotropheus_crabro" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27486" "Pseudotropheus_cyaneorhabdos" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27487" "Pseudotropheus_elegans" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27488" "Pseudotropheus_fuscoides" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27489" "Pseudotropheus_fuscus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27490" "Pseudotropheus_galanos" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27491" "Pseudotropheus_interruptus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27492" "Pseudotropheus_joanjohnsonae" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27493" "Pseudotropheus_johannii" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27494" "Pseudotropheus_livingstonii" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27495" "Pseudotropheus_perileucos" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27496" "Pseudotropheus_perspicax" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27497" "Pseudotropheus_purpuratus" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27498" "Pseudotropheus_tursiops" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27499" "Pseudotropheus_williamsi" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27500" "Pseudotrypauchen_multiradiatus" "Gobiidae" "Gobiiformes" "Family_insertion"
"27501" "Pseudotylosurus_angusticeps" "Belonidae" "Beloniformes" "Present_in_Tree"
"27502" "Pseudotylosurus_microps" "Belonidae" "Beloniformes" "Present_in_Tree"
"27504" "Pseudoxiphophorus_anzuetoi" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27505" "Pseudoxiphophorus_bimaculatus" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"27506" "Pseudoxiphophorus_cataractae" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27507" "Pseudoxiphophorus_diremptus" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27508" "Pseudoxiphophorus_jonesii" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"27509" "Pseudoxiphophorus_litoperas" "Poeciliidae" "Cyprinodontiformes" "Congeneric_insertion"
"27510" "Pseudoxiphophorus_obliquus" "Poeciliidae" "Cyprinodontiformes" "Present_in_Tree"
"27518" "Psilorhynchus_amplicephalus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27519" "Psilorhynchus_arunachalensis" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27520" "Psilorhynchus_balitora" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27521" "Psilorhynchus_brachyrhynchus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27522" "Psilorhynchus_breviminor" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27523" "Psilorhynchus_chakpiensis" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27524" "Psilorhynchus_gokkyi" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27525" "Psilorhynchus_hamiltoni" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27526" "Psilorhynchus_homaloptera" "Psilorhynchidae" "Cypriniformes" "Present_in_Tree"
"27527" "Psilorhynchus_kaladanensis" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27528" "Psilorhynchus_khopai" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27529" "Psilorhynchus_konemi" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27530" "Psilorhynchus_maculatus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27531" "Psilorhynchus_melissa" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27532" "Psilorhynchus_microphthalmus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27533" "Psilorhynchus_nepalensis" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27534" "Psilorhynchus_ngathanu" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27535" "Psilorhynchus_nudithoracicus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27536" "Psilorhynchus_olliei" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27537" "Psilorhynchus_pavimentatus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27538" "Psilorhynchus_piperatus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27539" "Psilorhynchus_pseudecheneis" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27540" "Psilorhynchus_rahmani" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27541" "Psilorhynchus_robustus" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27542" "Psilorhynchus_rowleyi" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27543" "Psilorhynchus_sucatio" "Psilorhynchidae" "Cypriniformes" "Present_in_Tree"
"27544" "Psilorhynchus_tenura" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27545" "Psilorhynchus_tysoni" "Psilorhynchidae" "Cypriniformes" "Congeneric_insertion"
"27597" "Pterengraulis_atherinoides" "Engraulidae" "Clupeiformes" "Present_in_Tree"
"27598" "Pterobrycon_landoni" "Characidae" "Characiformes" "Family_insertion"
"27599" "Pterobrycon_myrnae" "Characidae" "Characiformes" "Congeneric_Family_level"
"27600" "Pterobunocephalus_depressus" "Aspredinidae" "Siluriformes" "Present_in_Tree"
"27601" "Pterobunocephalus_dolichurus" "Aspredinidae" "Siluriformes" "Congeneric_insertion"
"27614" "Pterocerdale_insolita" "Microdesmidae" "Perciformes" "Order_insertion"
"27615" "Pterochromis_congicus" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27616" "Pterocryptis_anomala" "Siluridae" "Siluriformes" "Present_in_Tree"
"27617" "Pterocryptis_barakensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27618" "Pterocryptis_berdmorei" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27619" "Pterocryptis_bokorensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27620" "Pterocryptis_buccata" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27621" "Pterocryptis_burmanensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27622" "Pterocryptis_cochinchinensis" "Siluridae" "Siluriformes" "Present_in_Tree"
"27623" "Pterocryptis_crenula" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27624" "Pterocryptis_cucphuongensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27625" "Pterocryptis_furnessi" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27626" "Pterocryptis_gangelica" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27628" "Pterocryptis_inusitata" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27629" "Pterocryptis_taytayensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27630" "Pterocryptis_torrentis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27631" "Pterocryptis_verecunda" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27632" "Pterocryptis_wynaadensis" "Siluridae" "Siluriformes" "Congeneric_insertion"
"27633" "Pterodoras_granulosus" "Doradidae" "Siluriformes" "Present_in_Tree"
"27634" "Pterodoras_rivasi" "Doradidae" "Siluriformes" "Present_in_Tree"
"27655" "Pterolebias_hoignei" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27656" "Pterolebias_longipinnis" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27657" "Pterolebias_phasianus" "Rivulidae" "Cyprinodontiformes" "Present_in_Tree"
"27658" "Pterolebias_zonatus" "Rivulidae" "Cyprinodontiformes" "Congeneric_insertion"
"27659" "Pteronemacheilus_lucidorsum" "Nemacheilidae" "Cypriniformes" "Family_insertion"
"27660" "Pteronemacheilus_meridionalis" "Nemacheilidae" "Cypriniformes" "Congeneric_Family_level"
"27661" "Pteronotropis_euryzonus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27662" "Pteronotropis_grandipinnis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27663" "Pteronotropis_hubbsi" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27664" "Pteronotropis_hypselopterus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27665" "Pteronotropis_merlini" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27666" "Pteronotropis_metallicus" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27667" "Pteronotropis_signipinnis" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27668" "Pteronotropis_stonei" "Cyprinidae" "Cypriniformes" "Congeneric_insertion"
"27669" "Pteronotropis_welaka" "Cyprinidae" "Cypriniformes" "Present_in_Tree"
"27670" "Pterophyllum_altum" "Cichlidae" "Cichliformes" "Congeneric_insertion"
"27671" "Pterophyllum_leopoldi" "Cichlidae" "Cichliformes" "Present_in_Tree"
"27672" "Pterophyllum_scalare" "Cichlidae" "Cichliformes" "Congeneric_insertion"
